,,Year,Value,Symbol
Not treated municipal wastewater,Spain,2018,0.023,I
Treated municipal wastewater,Spain,2002,2.954,OF
Treated municipal wastewater,Spain,2007,3.6946,I
Treated municipal wastewater,Spain,2012,4.5856,I
Treated municipal wastewater discharged (secondary water),Spain,2007,2.767,I
Treated municipal wastewater discharged (secondary water),Spain,2012,2.767,I
Treated municipal wastewater discharged (secondary water),Spain,2017,2.767,I
Treated municipal wastewater discharged (secondary water),Spain,2018,2.767,I
Produced municipal wastewater,Sri Lanka,2002,0.291925,I
Produced municipal wastewater,Sri Lanka,2007,0.1467375,I
Produced municipal wastewater,Sri Lanka,2012,0.1181,I
Produced municipal wastewater,Sri Lanka,2017,0.1181,I
Produced municipal wastewater,Sri Lanka,2018,0.1181,I
Desalinated water produced,State of Palestine,2017,0.004,OF
Direct use of treated municipal wastewater,State of Palestine,2002,0.0080666667,I
Direct use of treated municipal wastewater,State of Palestine,2007,0.00565,I
Direct use of treated municipal wastewater,State of Palestine,2012,0.0032333333,I
Direct use of treated municipal wastewater,State of Palestine,2017,0.013,OF
Direct use of treated municipal wastewater,State of Palestine,2018,0.013,I
Collected municipal wastewater,State of Palestine,2017,0.122,OF
Treated municipal wastewater,State of Palestine,2017,0.083,OF
Produced municipal wastewater,Sudan,2012,0.4797,I
Produced municipal wastewater,Sudan,2017,0.4797,I
Produced municipal wastewater,Sudan,2018,0.4797,I
Desalinated water produced,Sweden,1997,0.0002,I
Desalinated water produced,Sweden,2002,0.0002,I
Desalinated water produced,Sweden,2007,0.0002,E
Desalinated water produced,Sweden,2012,0.0002,I
Desalinated water produced,Sweden,2017,0.0002,I
Desalinated water produced,Sweden,2018,0.0002,I
Produced municipal wastewater,Sweden,2012,0.7806666667,I
Produced municipal wastewater,Sweden,2017,1.0,I
Produced municipal wastewater,Sweden,2018,1.0,I
Collected municipal wastewater,Sweden,2017,1.0,I
Collected municipal wastewater,Sweden,2018,1.0,I
Not treated municipal wastewater,Sweden,2012,0.235,I
Not treated municipal wastewater,Sweden,2017,0.235,I
Not treated municipal wastewater,Sweden,2018,0.235,I
Treated municipal wastewater,Sweden,2012,0.624,I
Treated municipal wastewater,Sweden,2017,1.0,I
Treated municipal wastewater,Sweden,2018,1.0,I
Desalinated water produced,Switzerland,2017,0.0,OF
Produced municipal wastewater,Switzerland,2002,1.2936363636,I
Produced municipal wastewater,Switzerland,2007,1.3577272727,I
Produced municipal wastewater,Switzerland,2012,1.409,I
Produced municipal wastewater,Switzerland,2017,1.409,I
Produced municipal wastewater,Switzerland,2018,1.409,I
Collected municipal wastewater,Switzerland,2012,1.409,I
Collected municipal wastewater,Switzerland,2017,1.409,I
Collected municipal wastewater,Switzerland,2018,1.409,I
Not treated municipal wastewater,Switzerland,2012,0.325,I
Not treated municipal wastewater,Switzerland,2017,0.325,I
Not treated municipal wastewater,Switzerland,2018,0.325,I
Treated municipal wastewater,Switzerland,2012,1.084,I
Treated municipal wastewater,Switzerland,2017,1.084,I
Treated municipal wastewater,Switzerland,2018,1.084,I
Direct use of treated municipal wastewater,Syrian Arab Republic,2007,0.37,I
Direct use of treated municipal wastewater,Syrian Arab Republic,2012,0.55,OF
Direct use of treated municipal wastewater,Syrian Arab Republic,2017,0.55,I
Direct use of treated municipal wastewater,Syrian Arab Republic,2018,0.55,I
Produced municipal wastewater,Syrian Arab Republic,1997,0.5846,I
Produced municipal wastewater,Syrian Arab Republic,2002,0.8758888889,I
Produced municipal wastewater,Syrian Arab Republic,2007,1.1031111111,I
Produced municipal wastewater,Syrian Arab Republic,2012,1.37,OF
Produced municipal wastewater,Syrian Arab Republic,2017,1.37,I
Produced municipal wastewater,Syrian Arab Republic,2018,1.37,I
Not treated municipal wastewater,Syrian Arab Republic,2002,0.4978888889,I
Not treated municipal wastewater,Syrian Arab Republic,2007,0.7051111111,I
Not treated municipal wastewater,Syrian Arab Republic,2017,0.82,I
Not treated municipal wastewater,Syrian Arab Republic,2018,0.82,I
Treated municipal wastewater,Syrian Arab Republic,2002,0.378,I
Treated municipal wastewater,Syrian Arab Republic,2007,0.398,I
Treated municipal wastewater,Syrian Arab Republic,2012,0.55,OF
Treated municipal wastewater,Syrian Arab Republic,2017,0.55,I
Treated municipal wastewater,Syrian Arab Republic,2018,0.55,I
Treated municipal wastewater discharged (secondary water),Syrian Arab Republic,2017,0.0,I
Treated municipal wastewater discharged (secondary water),Syrian Arab Republic,2018,0.0,I
Not treated municipal wastewater discharged (secondary water),Syrian Arab Republic,2012,0.311,I
Not treated municipal wastewater discharged (secondary water),Syrian Arab Republic,2017,0.311,I
Not treated municipal wastewater discharged (secondary water),Syrian Arab Republic,2018,0.311,I
Direct use of not treated municipal wastewater for irrigation purposes,Syrian Arab Republic,2012,0.416,I
Direct use of not treated municipal wastewater for irrigation purposes,Syrian Arab Republic,2017,0.416,I
Direct use of not treated municipal wastewater for irrigation purposes,Syrian Arab Republic,2018,0.416,I
Desalinated water produced,Tajikistan,2007,0.0,I
Desalinated water produced,Tajikistan,2012,0.0,I
Desalinated water produced,Tajikistan,2017,0.0,I
Desalinated water produced,Tajikistan,2018,0.0,I
Direct use of treated municipal wastewater,Tajikistan,2007,0.0,I
Direct use of treated municipal wastewater,Tajikistan,2012,0.0,I
Direct use of treated municipal wastewater,Tajikistan,2017,0.0,I
Direct use of treated municipal wastewater,Tajikistan,2018,0.0,I
Produced municipal wastewater,Tajikistan,1997,4.65,I
Produced municipal wastewater,Tajikistan,2002,4.6857142857,I
Produced municipal wastewater,Tajikistan,2007,3.7657142857,I
Produced municipal wastewater,Tajikistan,2012,2.2085714286,I
Produced municipal wastewater,Tajikistan,2017,0.6514285714,I
Not treated municipal wastewater,Tajikistan,2007,4.548,I
Not treated municipal wastewater,Tajikistan,2012,4.548,I
Not treated municipal wastewater,Tajikistan,2017,4.548,I
Not treated municipal wastewater,Tajikistan,2018,4.548,I
Treated municipal wastewater,Tajikistan,2007,0.1656571429,I
Treated municipal wastewater,Tajikistan,2012,0.1880857143,I
Treated municipal wastewater,Tajikistan,2017,0.2105142857,I
Treated municipal wastewater discharged (secondary water),Tajikistan,2007,0.1522,I
Treated municipal wastewater discharged (secondary water),Tajikistan,2012,0.1522,I
Treated municipal wastewater discharged (secondary water),Tajikistan,2017,0.1522,I
Treated municipal wastewater discharged (secondary water),Tajikistan,2018,0.1522,I
Produced municipal wastewater,Thailand,2007,5.1044444444,I
Produced municipal wastewater,Thailand,2012,5.11,OF
Produced municipal wastewater,Thailand,2017,5.11,I
Produced municipal wastewater,Thailand,2018,5.11,I
Collected municipal wastewater,Thailand,2017,1.168,I
Collected municipal wastewater,Thailand,2018,1.168,I
Not treated municipal wastewater,Thailand,2012,3.942,OF
Not treated municipal wastewater,Thailand,2017,3.942,I
Not treated municipal wastewater,Thailand,2018,3.942,I
Treated municipal wastewater,Thailand,1997,0.3716363636,I
Treated municipal wastewater,Thailand,2002,0.6370909091,I
Treated municipal wastewater,Thailand,2007,0.9025454545,I
Treated municipal wastewater,Thailand,2012,1.168,OF
Treated municipal wastewater,Thailand,2017,1.168,I
Treated municipal wastewater,Thailand,2018,1.168,I
Desalinated water produced,Trinidad and Tobago,2007,0.0396666667,I
Desalinated water produced,Trinidad and Tobago,2012,0.047,I
Desalinated water produced,Trinidad and Tobago,2017,0.047,I
Desalinated water produced,Trinidad and Tobago,2018,0.047,I
Desalinated water produced,Tunisia,1997,0.01,I
Desalinated water produced,Tunisia,2002,0.0136090909,I
Desalinated water produced,Tunisia,2007,0.0166545455,I
Desalinated water produced,Tunisia,2012,0.0197,OF
Direct use of treated municipal wastewater,Tunisia,2002,0.0355,I
Direct use of treated municipal wastewater,Tunisia,2007,0.0542,I
Produced municipal wastewater,Tunisia,1997,0.22,I
Produced municipal wastewater,Tunisia,2002,0.24,I
Produced municipal wastewater,Tunisia,2007,0.2713333333,I
Collected municipal wastewater,Tunisia,2002,0.231375,I
Collected municipal wastewater,Tunisia,2007,0.23825,I
Not treated municipal wastewater,Tunisia,2002,0.0673333333,I
Not treated municipal wastewater,Tunisia,2007,0.0596666667,I
Not treated municipal wastewater,Tunisia,2012,0.063,I
Not treated municipal wastewater,Tunisia,2017,0.063,I
Not treated municipal wastewater,Tunisia,2018,0.063,I
Treated municipal wastewater,Tunisia,1997,0.131,OF
Treated municipal wastewater,Tunisia,2002,0.1715,I
Treated municipal wastewater,Tunisia,2007,0.1894,I
Treated municipal wastewater discharged (secondary water),Tunisia,2002,0.136,I
Treated municipal wastewater discharged (secondary water),Tunisia,2007,0.1352,I
Treated municipal wastewater discharged (secondary water),Tunisia,2012,0.158,I
Treated municipal wastewater discharged (secondary water),Tunisia,2017,0.158,I
Treated municipal wastewater discharged (secondary water),Tunisia,2018,0.158,I
Not treated municipal wastewater discharged (secondary water),Tunisia,2002,0.1,I
Not treated municipal wastewater discharged (secondary water),Tunisia,2007,0.1,I
Not treated municipal wastewater discharged (secondary water),Tunisia,2012,0.1,I
Not treated municipal wastewater discharged (secondary water),Tunisia,2017,0.1,I
Not treated municipal wastewater discharged (secondary water),Tunisia,2018,0.1,I
Direct use of not treated municipal wastewater for irrigation purposes,Tunisia,2007,0.04428,I
Direct use of not treated municipal wastewater for irrigation purposes,Tunisia,2012,0.0466,I
Direct use of not treated municipal wastewater for irrigation purposes,Tunisia,2017,0.0466,I
Direct use of not treated municipal wastewater for irrigation purposes,Tunisia,2018,0.0466,I
Desalinated water produced,Turkey,1997,0.0005,I
Desalinated water produced,Turkey,2002,0.0005,I
Desalinated water produced,Turkey,2007,0.0005,I
Desalinated water produced,Turkey,2012,0.0050333333,I
Desalinated water produced,Turkey,2017,0.0085,I
Direct use of treated municipal wastewater,Turkey,2007,0.043,I
Direct use of treated municipal wastewater,Turkey,2012,0.033,I
Direct use of treated municipal wastewater,Turkey,2017,0.035195,I
Produced municipal wastewater,Turkey,1997,2.3575714286,I
Produced municipal wastewater,Turkey,2002,2.497,OF
Produced municipal wastewater,Turkey,2007,3.314,I
Produced municipal wastewater,Turkey,2012,4.073,OF
Produced municipal wastewater,Turkey,2017,4.88972,I
Not treated municipal wastewater,Turkey,1997,1.7887142857,I
Not treated municipal wastewater,Turkey,2007,1.1185,I
Not treated municipal wastewater,Turkey,2017,0.814,I
Not treated municipal wastewater,Turkey,2018,0.814,I
Treated municipal wastewater,Turkey,1997,0.5688571429,I
Treated municipal wastewater,Turkey,2002,1.38,OF
Treated municipal wastewater,Turkey,2007,2.1955,I
Treated municipal wastewater,Turkey,2012,3.257,OF
Treated municipal wastewater,Turkey,2017,4.039,I
Treated municipal wastewater discharged (secondary water),Turkey,2007,1.591,I
Treated municipal wastewater discharged (secondary water),Turkey,2012,1.591,I
Treated municipal wastewater discharged (secondary water),Turkey,2017,1.591,I
Treated municipal wastewater discharged (secondary water),Turkey,2018,1.591,I
Desalinated water produced,Turkmenistan,2007,0.0,I
Desalinated water produced,Turkmenistan,2012,0.0,I
Desalinated water produced,Turkmenistan,2017,0.0,I
Desalinated water produced,Turkmenistan,2018,0.0,I
Produced municipal wastewater,Turkmenistan,2002,0.268,I
Produced municipal wastewater,Turkmenistan,2007,0.268,I
Produced municipal wastewater,Turkmenistan,2012,0.268,I
Produced municipal wastewater,Turkmenistan,2017,0.268,I
Produced municipal wastewater,Turkmenistan,2018,0.268,I
Treated municipal wastewater,Turkmenistan,2007,0.336,I
Treated municipal wastewater,Turkmenistan,2012,0.336,I
Treated municipal wastewater,Turkmenistan,2017,0.336,I
Treated municipal wastewater,Turkmenistan,2018,0.336,I
Produced municipal wastewater,Uganda,2012,0.0419,I
Produced municipal wastewater,Uganda,2017,0.0419,I
Produced municipal wastewater,Uganda,2018,0.0419,I
Produced municipal wastewater,Ukraine,2007,2.0471666667,I
Produced municipal wastewater,Ukraine,2012,1.7800833333,I
Not treated municipal wastewater,Ukraine,2007,0.8392,I
Not treated municipal wastewater,Ukraine,2012,0.8392,I
Not treated municipal wastewater,Ukraine,2017,0.8392,I
Not treated municipal wastewater,Ukraine,2018,0.8392,I
Treated municipal wastewater,Ukraine,2007,1.245,OF
Treated municipal wastewater,Ukraine,2012,1.8,OF
Desalinated water produced,United Arab Emirates,1997,0.385,I
Desalinated water produced,United Arab Emirates,2002,0.7616666667,I
Desalinated water produced,United Arab Emirates,2007,1.515,OF
Desalinated water produced,United Arab Emirates,2012,1.819,OF
Desalinated water produced,United Arab Emirates,2017,1.975,OF
Direct use of treated municipal wastewater,United Arab Emirates,2002,0.21038,I
Direct use of treated municipal wastewater,United Arab Emirates,2007,0.2938181818,I
Direct use of treated municipal wastewater,United Arab Emirates,2012,0.4083636364,I
Direct use of treated municipal wastewater,United Arab Emirates,2017,0.5492,OF
Produced municipal wastewater,United Arab Emirates,1997,0.5,I
Produced municipal wastewater,United Arab Emirates,2002,0.5,I
Produced municipal wastewater,United Arab Emirates,2007,0.5,I
Produced municipal wastewater,United Arab Emirates,2012,0.5,I
Produced municipal wastewater,United Arab Emirates,2017,0.5,I
Produced municipal wastewater,United Arab Emirates,2018,0.5,I
Not treated municipal wastewater,United Arab Emirates,1997,0.3495,I
Not treated municipal wastewater,United Arab Emirates,2002,0.307,I
Not treated municipal wastewater,United Arab Emirates,2007,0.307,I
Not treated municipal wastewater,United Arab Emirates,2012,0.307,I
Not treated municipal wastewater,United Arab Emirates,2017,0.307,I
Not treated municipal wastewater,United Arab Emirates,2018,0.307,I
Treated municipal wastewater,United Arab Emirates,2002,0.2698,I
Treated municipal wastewater,United Arab Emirates,2007,0.3342285714,I
Treated municipal wastewater,United Arab Emirates,2012,0.5603714286,I
Treated municipal wastewater,United Arab Emirates,2017,0.7356,OF
Treated municipal wastewater discharged (secondary water),United Arab Emirates,2002,0.0139166667,I
Treated municipal wastewater discharged (secondary water),United Arab Emirates,2007,0.0304583333,I
Treated municipal wastewater discharged (secondary water),United Arab Emirates,2012,0.047,OF
Treated municipal wastewater discharged (secondary water),United Arab Emirates,2017,0.047,I
Treated municipal wastewater discharged (secondary water),United Arab Emirates,2018,0.047,I
Desalinated water produced,United Kingdom of Great Britain and Northern Ireland,1997,0.0333,I
Desalinated water produced,United Kingdom of Great Britain and Northern Ireland,2002,0.0333,I
Desalinated water produced,United Kingdom of Great Britain and Northern Ireland,2007,0.0333,I
Desalinated water produced,United Kingdom of Great Britain and Northern Ireland,2012,0.0333,I
Desalinated water produced,United Kingdom of Great Britain and Northern Ireland,2017,0.0333,I
Desalinated water produced,United Kingdom of Great Britain and Northern Ireland,2018,0.0333,I
Direct use of treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2012,0.164,I
Direct use of treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2017,0.164,I
Direct use of treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2018,0.164,I
Produced municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2007,4.0578888889,I
Produced municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2012,4.089,I
Produced municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2017,4.089,I
Produced municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2018,4.089,I
Collected municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2007,3.834,I
Collected municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2012,4.048,I
Collected municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2017,4.048,I
Collected municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2018,4.048,I
Not treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2007,0.029,I
Not treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2012,0.041,I
Not treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2017,0.041,I
Not treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2018,0.041,I
Treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2007,3.8155,I
Treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2012,4.048,I
Treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2017,4.048,I
Treated municipal wastewater,United Kingdom of Great Britain and Northern Ireland,2018,4.048,I
Treated municipal wastewater discharged (secondary water),United Kingdom of Great Britain and Northern Ireland,2007,3.093,I
Treated municipal wastewater discharged (secondary water),United Kingdom of Great Britain and Northern Ireland,2012,3.642,I
Treated municipal wastewater discharged (secondary water),United Kingdom of Great Britain and Northern Ireland,2017,3.642,I
Treated municipal wastewater discharged (secondary water),United Kingdom of Great Britain and Northern Ireland,2018,3.642,I
Not treated municipal wastewater discharged (secondary water),United Kingdom of Great Britain and Northern Ireland,2007,0.0145,I
Not treated municipal wastewater discharged (secondary water),United Kingdom of Great Britain and Northern Ireland,2012,0.003,I
Not treated municipal wastewater discharged (secondary water),United Kingdom of Great Britain and Northern Ireland,2017,0.003,I
Not treated municipal wastewater discharged (secondary water),United Kingdom of Great Britain and Northern Ireland,2018,0.003,I
Collected municipal wastewater,United Republic of Tanzania,2017,0.028,I
Collected municipal wastewater,United Republic of Tanzania,2018,0.028,I
Desalinated water produced,United States of America,1997,0.58,I
Desalinated water produced,United States of America,2002,0.58,I
Desalinated water produced,United States of America,2007,0.58,I
Desalinated water produced,United States of America,2012,0.58,I
Desalinated water produced,United States of America,2017,0.58,I
Desalinated water produced,United States of America,2018,0.58,I
Direct use of treated municipal wastewater,United States of America,1997,1.6485714286,I
Direct use of treated municipal wastewater,United States of America,2002,2.345,OF
Direct use of treated municipal wastewater,United States of America,2007,2.7025,I
Direct use of treated municipal wastewater,United States of America,2012,2.774,I
Direct use of treated municipal wastewater,United States of America,2017,2.774,I
Direct use of treated municipal wastewater,United States of America,2018,2.774,I
Produced municipal wastewater,United States of America,2012,60.41,I
Produced municipal wastewater,United States of America,2017,60.41,I
Produced municipal wastewater,United States of America,2018,60.41,I
Collected municipal wastewater,United States of America,2012,47.24,I
Collected municipal wastewater,United States of America,2017,47.24,I
Collected municipal wastewater,United States of America,2018,47.24,I
Not treated municipal wastewater,United States of America,2012,15.72,I
Not treated municipal wastewater,United States of America,2017,15.72,I
Not treated municipal wastewater,United States of America,2018,15.72,I
Treated municipal wastewater,United States of America,1997,45.43,I
Treated municipal wastewater,United States of America,2002,47.36,I
Treated municipal wastewater,United States of America,2007,45.1425,I
Treated municipal wastewater,United States of America,2017,45.35,I
Treated municipal wastewater,United States of America,2018,45.35,I
Treated municipal wastewater discharged (secondary water),United States of America,1997,46.0694444444,I
Treated municipal wastewater discharged (secondary water),United States of America,2002,44.1833333333,I
Treated municipal wastewater discharged (secondary water),United States of America,2007,42.2972222222,I
Treated municipal wastewater discharged (secondary water),United States of America,2012,41.92,I
Treated municipal wastewater discharged (secondary water),United States of America,2017,41.92,I
Treated municipal wastewater discharged (secondary water),United States of America,2018,41.92,I
Produced municipal wastewater,Uruguay,2012,0.1152,I
Produced municipal wastewater,Uruguay,2017,0.1152,I
Produced municipal wastewater,Uruguay,2018,0.1152,I
Produced municipal wastewater,Uzbekistan,2012,0.3397,I
Produced municipal wastewater,Uzbekistan,2017,0.3397,I
Produced municipal wastewater,Uzbekistan,2018,0.3397,I
Desalinated water produced,Venezuela (Bolivarian Republic of),1997,0.0052,I
Desalinated water produced,Venezuela (Bolivarian Republic of),2002,0.0052,I
Desalinated water produced,Venezuela (Bolivarian Republic of),2012,0.0052,I
Desalinated water produced,Venezuela (Bolivarian Republic of),2017,0.0052,I
Desalinated water produced,Venezuela (Bolivarian Republic of),2018,0.0052,I
Produced municipal wastewater,Venezuela (Bolivarian Republic of),1997,2.903,I
Produced municipal wastewater,Venezuela (Bolivarian Republic of),2002,2.903,I
Produced municipal wastewater,Venezuela (Bolivarian Republic of),2007,2.903,I
Produced municipal wastewater,Venezuela (Bolivarian Republic of),2012,2.903,I
Produced municipal wastewater,Venezuela (Bolivarian Republic of),2017,2.903,I
Produced municipal wastewater,Venezuela (Bolivarian Republic of),2018,2.903,I
Treated municipal wastewater,Venezuela (Bolivarian Republic of),2012,0.93,I
Treated municipal wastewater,Venezuela (Bolivarian Republic of),2017,0.93,I
Treated municipal wastewater,Venezuela (Bolivarian Republic of),2018,0.93,I
Direct use of treated municipal wastewater,Viet Nam,2007,0.175,I
Direct use of treated municipal wastewater,Viet Nam,2012,0.175,I
Direct use of treated municipal wastewater,Viet Nam,2017,0.175,I
Direct use of treated municipal wastewater,Viet Nam,2018,0.175,I
Produced municipal wastewater,Viet Nam,2007,1.4875555556,I
Produced municipal wastewater,Viet Nam,2017,1.972,I
Produced municipal wastewater,Viet Nam,2018,1.972,I
Collected municipal wastewater,Viet Nam,2017,0.197,I
Collected municipal wastewater,Viet Nam,2018,0.197,I
Not treated municipal wastewater,Viet Nam,2012,1.775,OF
Not treated municipal wastewater,Viet Nam,2017,1.775,I
Not treated municipal wastewater,Viet Nam,2018,1.775,I
Treated municipal wastewater,Viet Nam,2012,0.197,OF
Treated municipal wastewater,Viet Nam,2017,0.197,I
Treated municipal wastewater,Viet Nam,2018,0.197,I
Desalinated water produced,Yemen,1997,0.01,I
Desalinated water produced,Yemen,2002,0.0150333333,I
Desalinated water produced,Yemen,2007,0.0251,I
Desalinated water produced,Yemen,2012,0.0251,I
Desalinated water produced,Yemen,2017,0.0251,I
Desalinated water produced,Yemen,2018,0.0251,I
Direct use of treated municipal wastewater,Yemen,2002,0.006,I
Direct use of treated municipal wastewater,Yemen,2007,0.006,I
Direct use of treated municipal wastewater,Yemen,2012,0.006,I
Direct use of treated municipal wastewater,Yemen,2017,0.006,I
Direct use of treated municipal wastewater,Yemen,2018,0.006,I
Produced municipal wastewater,Yemen,2012,0.1315,I
Produced municipal wastewater,Yemen,2017,0.1315,I
Produced municipal wastewater,Yemen,2018,0.1315,I
Treated municipal wastewater,Yemen,1997,0.039,I
Treated municipal wastewater,Yemen,2002,0.046,I
Treated municipal wastewater,Yemen,2007,0.046,I
Treated municipal wastewater,Yemen,2012,0.046,I
Treated municipal wastewater,Yemen,2017,0.046,I
Treated municipal wastewater,Yemen,2018,0.046,I
Produced municipal wastewater,Zambia,2012,0.1183,I
Produced municipal wastewater,Zambia,2017,0.1184,I
Produced municipal wastewater,Zambia,2018,0.1184,I
Produced municipal wastewater,Zimbabwe,2017,0.1473333333,I
Not treated municipal wastewater,Zimbabwe,2012,0.099,OF
Not treated municipal wastewater,Zimbabwe,2017,0.099,I
Not treated municipal wastewater,Zimbabwe,2018,0.099,I
Treated municipal wastewater,Zimbabwe,2012,0.095,OF
Treated municipal wastewater,Zimbabwe,2017,0.0785833333,I
