,,Year,Value,Symbol
Total internal renewable water resources per capita,Cuba,2018,3362.1052635292,E
Total renewable surface water,Cuba,1997,31.64,E
Total renewable surface water,Cuba,2002,31.64,E
Total renewable surface water,Cuba,2007,31.64,E
Total renewable surface water,Cuba,2012,31.64,E
Total renewable surface water,Cuba,2017,31.64,E
Total renewable surface water,Cuba,2018,31.64,E
Total renewable groundwater,Cuba,1997,6.48,E
Total renewable groundwater,Cuba,2002,6.48,E
Total renewable groundwater,Cuba,2007,6.48,E
Total renewable groundwater,Cuba,2012,6.48,E
Total renewable groundwater,Cuba,2017,6.48,E
Total renewable groundwater,Cuba,2018,6.48,E
Total exploitable water resources,Cuba,1997,24.0,E
Total exploitable water resources,Cuba,2002,24.0,E
Total exploitable water resources,Cuba,2007,24.0,E
Total exploitable water resources,Cuba,2012,24.0,E
Total exploitable water resources,Cuba,2017,24.0,E
Total exploitable water resources,Cuba,2018,24.0,E
Water resources: total external renewable,Cuba,1997,0.0,E
Water resources: total external renewable,Cuba,2002,0.0,E
Water resources: total external renewable,Cuba,2007,0.0,E
Water resources: total external renewable,Cuba,2012,0.0,E
Water resources: total external renewable,Cuba,2017,0.0,E
Water resources: total external renewable,Cuba,2018,0.0,E
Total renewable water resources,Cuba,1997,38.12,E
Total renewable water resources,Cuba,2002,38.12,E
Total renewable water resources,Cuba,2007,38.12,E
Total renewable water resources,Cuba,2012,38.12,E
Total renewable water resources,Cuba,2017,38.12,E
Total renewable water resources,Cuba,2018,38.12,E
Total renewable water resources per capita,Cuba,1997,3468.6924121534,E
Total renewable water resources per capita,Cuba,2002,3403.6774895932,E
Total renewable water resources per capita,Cuba,2007,3388.1065372858,E
Total renewable water resources per capita,Cuba,2012,3386.306105016,E
Total renewable water resources per capita,Cuba,2017,3361.7731819042,E
Total renewable water resources per capita,Cuba,2018,3362.1052635292,E
Total internal renewable water resources (IRWR),Cyprus,1997,0.78,E
Total internal renewable water resources (IRWR),Cyprus,2002,0.78,E
Total internal renewable water resources (IRWR),Cyprus,2007,0.78,E
Total internal renewable water resources (IRWR),Cyprus,2012,0.78,E
Total internal renewable water resources (IRWR),Cyprus,2017,0.78,E
Total internal renewable water resources (IRWR),Cyprus,2018,0.78,E
Total internal renewable water resources per capita,Cyprus,1997,875.234237368,E
Total internal renewable water resources per capita,Cyprus,2002,798.3917524085,E
Total internal renewable water resources per capita,Cyprus,2007,733.2804995332,E
Total internal renewable water resources per capita,Cyprus,2012,687.1968184549,E
Total internal renewable water resources per capita,Cyprus,2017,661.1973775895,E
Total internal renewable water resources per capita,Cyprus,2018,655.86727937,E
Total renewable surface water,Cyprus,1997,0.56,E
Total renewable surface water,Cyprus,2002,0.56,E
Total renewable surface water,Cyprus,2007,0.56,E
Total renewable surface water,Cyprus,2012,0.56,E
Total renewable surface water,Cyprus,2017,0.56,E
Total renewable surface water,Cyprus,2018,0.56,E
Total renewable groundwater,Cyprus,1997,0.41,E
Total renewable groundwater,Cyprus,2002,0.41,E
Total renewable groundwater,Cyprus,2007,0.41,E
Total renewable groundwater,Cyprus,2012,0.41,E
Total renewable groundwater,Cyprus,2017,0.41,E
Total renewable groundwater,Cyprus,2018,0.41,E
Total exploitable water resources,Cyprus,1997,0.54,E
Total exploitable water resources,Cyprus,2002,0.54,E
Total exploitable water resources,Cyprus,2007,0.54,E
Total exploitable water resources,Cyprus,2012,0.54,E
Total exploitable water resources,Cyprus,2017,0.54,E
Total exploitable water resources,Cyprus,2018,0.54,E
Water resources: total external renewable,Cyprus,1997,0.0,E
Water resources: total external renewable,Cyprus,2002,0.0,E
Water resources: total external renewable,Cyprus,2007,0.0,E
Water resources: total external renewable,Cyprus,2012,0.0,E
Water resources: total external renewable,Cyprus,2017,0.0,E
Water resources: total external renewable,Cyprus,2018,0.0,E
Total renewable water resources,Cyprus,1997,0.78,E
Total renewable water resources,Cyprus,2002,0.78,E
Total renewable water resources,Cyprus,2007,0.78,E
Total renewable water resources,Cyprus,2012,0.78,E
Total renewable water resources,Cyprus,2017,0.78,E
Total renewable water resources,Cyprus,2018,0.78,E
Total renewable water resources per capita,Cyprus,1997,875.234237368,E
Total renewable water resources per capita,Cyprus,2002,798.3917524085,E
Total renewable water resources per capita,Cyprus,2007,733.2804995332,E
Total renewable water resources per capita,Cyprus,2012,687.1968184549,E
Total renewable water resources per capita,Cyprus,2017,661.1973775895,E
Total renewable water resources per capita,Cyprus,2018,655.86727937,E
Total internal renewable water resources (IRWR),Czechia,1997,13.15,E
Total internal renewable water resources (IRWR),Czechia,2002,13.15,E
Total internal renewable water resources (IRWR),Czechia,2007,13.15,E
Total internal renewable water resources (IRWR),Czechia,2012,13.15,E
Total internal renewable water resources (IRWR),Czechia,2017,13.15,E
Total internal renewable water resources (IRWR),Czechia,2018,13.15,E
Total internal renewable water resources per capita,Czechia,1997,1271.964480948,E
Total internal renewable water resources per capita,Czechia,2002,1282.6438967951,E
Total internal renewable water resources per capita,Czechia,2007,1269.6067347279,E
Total internal renewable water resources per capita,Czechia,2012,1242.7592733705,E
Total internal renewable water resources per capita,Czechia,2017,1235.7821617711,E
Total internal renewable water resources per capita,Czechia,2018,1232.9268924982,E
Total renewable surface water,Czechia,1997,13.15,E
Total renewable surface water,Czechia,2002,13.15,E
Total renewable surface water,Czechia,2007,13.15,E
Total renewable surface water,Czechia,2012,13.15,E
Total renewable surface water,Czechia,2017,13.15,E
Total renewable surface water,Czechia,2018,13.15,E
Total renewable groundwater,Czechia,1997,1.43,E
Total renewable groundwater,Czechia,2002,1.43,E
Total renewable groundwater,Czechia,2007,1.43,E
Total renewable groundwater,Czechia,2012,1.43,E
Total renewable groundwater,Czechia,2017,1.43,E
Total renewable groundwater,Czechia,2018,1.43,E
Water resources: total external renewable,Czechia,1997,0.0,E
Water resources: total external renewable,Czechia,2002,0.0,E
Water resources: total external renewable,Czechia,2007,0.0,E
Water resources: total external renewable,Czechia,2012,0.0,E
Water resources: total external renewable,Czechia,2017,0.0,E
Water resources: total external renewable,Czechia,2018,0.0,E
Total renewable water resources,Czechia,1997,13.15,E
Total renewable water resources,Czechia,2002,13.15,E
Total renewable water resources,Czechia,2007,13.15,E
Total renewable water resources,Czechia,2012,13.15,E
Total renewable water resources,Czechia,2017,13.15,E
Total renewable water resources,Czechia,2018,13.15,E
Total renewable water resources per capita,Czechia,1997,1271.964480948,E
Total renewable water resources per capita,Czechia,2002,1282.6438967951,E
Total renewable water resources per capita,Czechia,2007,1269.6067347279,E
Total renewable water resources per capita,Czechia,2012,1242.7592733705,E
Total renewable water resources per capita,Czechia,2017,1235.7821617711,E
Total renewable water resources per capita,Czechia,2018,1232.9268924982,E
Total internal renewable water resources (IRWR),Côte d’Ivoire,1997,76.84,E
Total internal renewable water resources (IRWR),Côte d’Ivoire,2002,76.84,E
Total internal renewable water resources (IRWR),Côte d’Ivoire,2007,76.84,E
Total internal renewable water resources (IRWR),Côte d’Ivoire,2012,76.84,E
Total internal renewable water resources (IRWR),Côte d’Ivoire,2017,76.84,E
Total internal renewable water resources (IRWR),Côte d’Ivoire,2018,76.84,E
Total internal renewable water resources per capita,Côte d’Ivoire,1997,5078.4291474868,E
Total internal renewable water resources per capita,Côte d’Ivoire,2002,4459.2650720287,E
Total internal renewable water resources per capita,Côte d’Ivoire,2007,4008.0877410258,E
Total internal renewable water resources per capita,Côte d’Ivoire,2012,3566.1265869124,E
Total internal renewable water resources per capita,Côte d’Ivoire,2017,3144.3516861606,E
Total internal renewable water resources per capita,Côte d’Ivoire,2018,3065.112091596,E
Total renewable surface water,Côte d’Ivoire,1997,81.3,E
Total renewable surface water,Côte d’Ivoire,2002,81.3,E
Total renewable surface water,Côte d’Ivoire,2007,81.3,E
Total renewable surface water,Côte d’Ivoire,2012,81.3,E
Total renewable surface water,Côte d’Ivoire,2017,81.3,E
Total renewable surface water,Côte d’Ivoire,2018,81.3,E
Total renewable groundwater,Côte d’Ivoire,1997,37.84,E
Total renewable groundwater,Côte d’Ivoire,2002,37.84,E
Total renewable groundwater,Côte d’Ivoire,2007,37.84,E
Total renewable groundwater,Côte d’Ivoire,2012,37.84,E
Total renewable groundwater,Côte d’Ivoire,2017,37.84,E
Total renewable groundwater,Côte d’Ivoire,2018,37.84,E
Total exploitable water resources,Côte d’Ivoire,1997,39.0,E
Total exploitable water resources,Côte d’Ivoire,2002,39.0,E
Total exploitable water resources,Côte d’Ivoire,2007,39.0,E
Total exploitable water resources,Côte d’Ivoire,2012,39.0,E
Total exploitable water resources,Côte d’Ivoire,2017,39.0,E
Total exploitable water resources,Côte d’Ivoire,2018,39.0,E
Water resources: total external renewable,Côte d’Ivoire,1997,7.3,E
Water resources: total external renewable,Côte d’Ivoire,2002,7.3,E
Water resources: total external renewable,Côte d’Ivoire,2007,7.3,E
Water resources: total external renewable,Côte d’Ivoire,2012,7.3,E
Water resources: total external renewable,Côte d’Ivoire,2017,7.3,E
Water resources: total external renewable,Côte d’Ivoire,2018,7.3,E
Total renewable water resources,Côte d’Ivoire,1997,84.14,E
Total renewable water resources,Côte d’Ivoire,2002,84.14,E
Total renewable water resources,Côte d’Ivoire,2007,84.14,E
Total renewable water resources,Côte d’Ivoire,2012,84.14,E
Total renewable water resources,Côte d’Ivoire,2017,84.14,E
Total renewable water resources,Côte d’Ivoire,2018,84.14,E
Total renewable water resources per capita,Côte d’Ivoire,1997,5560.8931346895,E
Total renewable water resources per capita,Côte d’Ivoire,2002,4882.9068604958,E
Total renewable water resources per capita,Côte d’Ivoire,2007,4388.8665087182,E
Total renewable water resources per capita,Côte d’Ivoire,2012,3904.9178946227,E
Total renewable water resources per capita,Côte d’Ivoire,2017,3443.0732804992,E
Total renewable water resources per capita,Côte d’Ivoire,2018,3356.3057182052,E
Total internal renewable water resources (IRWR),Democratic People's Republic of Korea,1997,67.0,E
Total internal renewable water resources (IRWR),Democratic People's Republic of Korea,2002,67.0,E
Total internal renewable water resources (IRWR),Democratic People's Republic of Korea,2007,67.0,E
Total internal renewable water resources (IRWR),Democratic People's Republic of Korea,2012,67.0,E
Total internal renewable water resources (IRWR),Democratic People's Republic of Korea,2017,67.0,E
Total internal renewable water resources (IRWR),Democratic People's Republic of Korea,2018,67.0,E
